"sup_cod_id","wk_type","pdn_date","pdn_unit_price","pdn_quantity","pdn_amount_paid","pdn_total_amount","pdn_num_week","pdn_year","pdn_month","pdn_day"
SUP0020009,Productor,"2021-03-16",0.44,"120",0,52.8,11,2021,3,16
SUP0070043,Productor,"2021-03-16",0.44,"44",0,19.36,11,2021,3,16
SUP0080045,Productor,"2021-03-16",0.4,"40",0,16.0,11,2021,3,16
SUP0140044,Productor,"2021-03-16",0.46,"125",0,57.5,11,2021,3,16
SUP0090081,Productor,"2021-03-16",0.4,"46",0,18.400000000000002,11,2021,3,16
SUP0100080,Productor,"2021-03-16",0.4,"40",0,16.0,11,2021,3,16
SUP0170068,Productor,"2021-03-16",0.54,"316",0,170.64000000000001,11,2021,3,16
SUP0170068,Productor,"2021-03-16",0.04,"316",0,12.64,11,2021,3,16
SUP0020009,Productor,"2021-03-17",0.44,"120",0,52.8,11,2021,3,17
SUP0070043,Productor,"2021-03-17",0.44,"51",0,22.44,11,2021,3,17
SUP0080045,Productor,"2021-03-17",0.4,"36",0,14.4,11,2021,3,17
SUP0140044,Productor,"2021-03-17",0.46,"136",0,62.56,11,2021,3,17
SUP0090081,Productor,"2021-03-17",0.4,"47",0,18.8,11,2021,3,17
SUP0100080,Productor,"2021-03-17",0.4,"38",0,15.200000000000001,11,2021,3,17
SUP0170068,Productor,"2021-03-17",0.54,"319",0,172.26000000000002,11,2021,3,17
SUP0170068,Productor,"2021-03-17",0.04,"319",0,12.76,11,2021,3,17
SUP0020009,Productor,"2021-03-18",0.44,"120",0,52.8,11,2021,3,18
SUP0070043,Productor,"2021-03-18",0.44,"48",0,21.12,11,2021,3,18
SUP0080045,Productor,"2021-03-18",0.4,"38",0,15.200000000000001,11,2021,3,18
SUP0140044,Productor,"2021-03-18",0.46,"136",0,62.56,11,2021,3,18
SUP0090081,Productor,"2021-03-18",0.4,"45",0,18.0,11,2021,3,18
SUP0100080,Productor,"2021-03-18",0.4,"39",0,15.600000000000001,11,2021,3,18
SUP0170068,Productor,"2021-03-18",0.54,"318",0,171.72,11,2021,3,18
SUP0170068,Productor,"2021-03-18",0.04,"318",0,12.72,11,2021,3,18
SUP0020009,Productor,"2021-03-19",0.44,"120",0,52.8,11,2021,3,19
SUP0070043,Productor,"2021-03-19",0.44,"41",0,18.04,11,2021,3,19
SUP0080045,Productor,"2021-03-19",0.4,"36",0,14.4,11,2021,3,19
SUP0140044,Productor,"2021-03-19",0.46,"118",0,54.28,11,2021,3,19
SUP0090081,Productor,"2021-03-19",0.4,"45",0,18.0,11,2021,3,19
SUP0100080,Productor,"2021-03-19",0.4,"39",0,15.600000000000001,11,2021,3,19
SUP0170068,Productor,"2021-03-19",0.54,"304",0,164.16000000000003,11,2021,3,19
SUP0170068,Productor,"2021-03-19",0.04,"304",0,12.16,11,2021,3,19
SUP0020009,Productor,"2021-03-20",0.44,"120",0,52.8,11,2021,3,20
SUP0070043,Productor,"2021-03-20",0.44,"47",0,20.68,11,2021,3,20
SUP0080045,Productor,"2021-03-20",0.4,"34",0,13.600000000000001,11,2021,3,20
SUP0140044,Productor,"2021-03-20",0.46,"125",0,57.5,11,2021,3,20
SUP0090081,Productor,"2021-03-20",0.4,"47",0,18.8,11,2021,3,20
SUP0100080,Productor,"2021-03-20",0.4,"38",0,15.200000000000001,11,2021,3,20
SUP0170068,Productor,"2021-03-20",0.54,"320",0,172.8,11,2021,3,20
SUP0170068,Productor,"2021-03-20",0.04,"320",0,12.8,11,2021,3,20
SUP0020009,Productor,"2021-03-21",0.44,"120",0,52.8,11,2021,3,21
SUP0070043,Productor,"2021-03-21",0.44,"43",0,18.92,11,2021,3,21
SUP0080045,Productor,"2021-03-21",0.4,"32",0,12.8,11,2021,3,21
SUP0140044,Productor,"2021-03-21",0.46,"143",0,65.78,11,2021,3,21
SUP0090081,Productor,"2021-03-21",0.4,"47",0,18.8,11,2021,3,21
SUP0100080,Productor,"2021-03-21",0.4,"35",0,14.0,11,2021,3,21
SUP0170068,Productor,"2021-03-21",0.54,"326",0,176.04000000000002,11,2021,3,21
SUP0170068,Productor,"2021-03-21",0.04,"326",0,13.040000000000001,11,2021,3,21
SUP0020009,Productor,"2021-03-08",0.44,"120",0,52.8,10,2021,3,8
SUP0070043,Productor,"2021-03-08",0.44,"56",0,24.64,10,2021,3,8
SUP0080045,Productor,"2021-03-08",0.4,"39",0,15.600000000000001,10,2021,3,8
SUP0140044,Productor,"2021-03-08",0.46,"129",0,59.34,10,2021,3,8
SUP0090081,Productor,"2021-03-08",0.4,"39",0,15.600000000000001,10,2021,3,8
SUP0100080,Productor,"2021-03-08",0.4,"22",0,8.8,10,2021,3,8
SUP0020009,Productor,"2021-03-09",0.44,"131",0,57.64,10,2021,3,9
SUP0070043,Productor,"2021-03-09",0.44,"56",0,24.64,10,2021,3,9
SUP0080045,Productor,"2021-03-09",0.4,"33",0,13.200000000000001,10,2021,3,9
SUP0140044,Productor,"2021-03-09",0.46,"140",0,64.4,10,2021,3,9
SUP0090081,Productor,"2021-03-09",0.4,"46",0,18.400000000000002,10,2021,3,9
SUP0100080,Productor,"2021-03-09",0.4,"39",0,15.600000000000001,10,2021,3,9
SUP0170068,Productor,"2021-03-09",0.54,"286",0,154.44,10,2021,3,9
SUP0170068,Productor,"2021-03-09",0.04,"286",0,11.44,10,2021,3,9
SUP0020009,Productor,"2021-03-10",0.44,"136",0,59.84,10,2021,3,10
SUP0070043,Productor,"2021-03-10",0.44,"66",0,29.04,10,2021,3,10
SUP0080045,Productor,"2021-03-10",0.4,"39",0,15.600000000000001,10,2021,3,10
SUP0140044,Productor,"2021-03-10",0.46,"139",0,63.940000000000005,10,2021,3,10
SUP0090081,Productor,"2021-03-10",0.4,"45",0,18.0,10,2021,3,10
SUP0100080,Productor,"2021-03-10",0.4,"35",0,14.0,10,2021,3,10
SUP0170068,Productor,"2021-03-10",0.54,"326",0,176.04000000000002,10,2021,3,10
SUP0170068,Productor,"2021-03-10",0.04,"326",0,13.040000000000001,10,2021,3,10
SUP0020009,Productor,"2021-03-11",0.44,"131",0,57.64,10,2021,3,11
SUP0070043,Productor,"2021-03-11",0.44,"54",0,23.76,10,2021,3,11
SUP0080045,Productor,"2021-03-11",0.4,"36",0,14.4,10,2021,3,11
SUP0140044,Productor,"2021-03-11",0.46,"135",0,62.1,10,2021,3,11
SUP0090081,Productor,"2021-03-11",0.4,"46",0,18.400000000000002,10,2021,3,11
SUP0100080,Productor,"2021-03-11",0.4,"35",0,14.0,10,2021,3,11
SUP0170068,Productor,"2021-03-11",0.54,"304",0,164.16000000000003,10,2021,3,11
SUP0170068,Productor,"2021-03-11",0.04,"304",0,12.16,10,2021,3,11
SUP0020009,Productor,"2021-03-12",0.44,"132",0,58.08,10,2021,3,12
SUP0070043,Productor,"2021-03-12",0.44,"53",0,23.32,10,2021,3,12
SUP0080045,Productor,"2021-03-12",0.4,"37",0,14.8,10,2021,3,12
SUP0140044,Productor,"2021-03-12",0.46,"133",0,61.18,10,2021,3,12
SUP0090081,Productor,"2021-03-12",0.4,"45",0,18.0,10,2021,3,12
SUP0100080,Productor,"2021-03-12",0.4,"38",0,15.200000000000001,10,2021,3,12
SUP0170068,Productor,"2021-03-12",0.54,"283",0,152.82000000000002,10,2021,3,12
SUP0170068,Productor,"2021-03-12",0.04,"283",0,11.32,10,2021,3,12
SUP0020009,Productor,"2021-03-13",0.44,"128",0,56.32,10,2021,3,13
SUP0070043,Productor,"2021-03-13",0.44,"55",0,24.2,10,2021,3,13
SUP0080045,Productor,"2021-03-13",0.4,"38",0,15.200000000000001,10,2021,3,13
SUP0140044,Productor,"2021-03-13",0.46,"140",0,64.4,10,2021,3,13
SUP0090081,Productor,"2021-03-13",0.4,"40",0,16.0,10,2021,3,13
SUP0100080,Productor,"2021-03-13",0.4,"40",0,16.0,10,2021,3,13
SUP0170068,Productor,"2021-03-13",0.54,"294",0,158.76000000000002,10,2021,3,13
SUP0170068,Productor,"2021-03-13",0.04,"294",0,11.76,10,2021,3,13
SUP0020009,Productor,"2021-03-14",0.44,"120",0,52.8,10,2021,3,14
SUP0070043,Productor,"2021-03-14",0.44,"56",0,24.64,10,2021,3,14
SUP0080045,Productor,"2021-03-14",0.4,"35",0,14.0,10,2021,3,14
SUP0140044,Productor,"2021-03-14",0.46,"130",0,59.800000000000004,10,2021,3,14
SUP0090081,Productor,"2021-03-14",0.4,"45",0,18.0,10,2021,3,14
SUP0100080,Productor,"2021-03-14",0.4,"40",0,16.0,10,2021,3,14
SUP0170068,Productor,"2021-03-14",0.54,"281",0,151.74,10,2021,3,14
SUP0170068,Productor,"2021-03-14",0.04,"281",0,11.24,10,2021,3,14
SUP0020009,Productor,"2021-03-01",0.44,"127",0,55.88,9,2021,3,1
SUP0070043,Productor,"2021-03-01",0.44,"61",0,26.84,9,2021,3,1
SUP0080045,Productor,"2021-03-01",0.4,"40",0,16.0,9,2021,3,1
SUP0140044,Productor,"2021-03-01",0.46,"123",0,56.580000000000005,9,2021,3,1
SUP0090081,Productor,"2021-03-01",0.4,"45",0,18.0,9,2021,3,1
SUP0100080,Productor,"2021-03-01",0.4,"35",0,14.0,9,2021,3,1
SUP0170068,Productor,"2021-03-01",0.54,"272",0,146.88,9,2021,3,1
SUP0170068,Productor,"2021-03-01",0.04,"272",0,10.88,9,2021,3,1
SUP0020009,Productor,"2021-03-02",0.44,"120",0,52.8,9,2021,3,2
SUP0070043,Productor,"2021-03-02",0.44,"62",0,27.28,9,2021,3,2
SUP0080045,Productor,"2021-03-02",0.4,"40",0,16.0,9,2021,3,2
SUP0140044,Productor,"2021-03-02",0.46,"126",0,57.96,9,2021,3,2
SUP0090081,Productor,"2021-03-02",0.4,"46",0,18.400000000000002,9,2021,3,2
SUP0100080,Productor,"2021-03-02",0.4,"34",0,13.600000000000001,9,2021,3,2
SUP0170068,Productor,"2021-03-02",0.54,"302",0,163.08,9,2021,3,2
SUP0170068,Productor,"2021-03-02",0.04,"302",0,12.08,9,2021,3,2
SUP0020009,Productor,"2021-03-03",0.44,"120",0,52.8,9,2021,3,3
SUP0070043,Productor,"2021-03-03",0.44,"63",0,27.72,9,2021,3,3
SUP0080045,Productor,"2021-03-03",0.4,"44",0,17.6,9,2021,3,3
SUP0140044,Productor,"2021-03-03",0.46,"131",0,60.260000000000005,9,2021,3,3
SUP0090081,Productor,"2021-03-03",0.4,"46",0,18.400000000000002,9,2021,3,3
SUP0100080,Productor,"2021-03-03",0.4,"35",0,14.0,9,2021,3,3
SUP0170068,Productor,"2021-03-03",0.54,"285",0,153.9,9,2021,3,3
SUP0170068,Productor,"2021-03-03",0.04,"285",0,11.4,9,2021,3,3
SUP0020009,Productor,"2021-03-04",0.44,"129",0,56.76,9,2021,3,4
SUP0070043,Productor,"2021-03-04",0.44,"61",0,26.84,9,2021,3,4
SUP0080045,Productor,"2021-03-04",0.4,"46",0,18.400000000000002,9,2021,3,4
SUP0140044,Productor,"2021-03-04",0.46,"125",0,57.5,9,2021,3,4
SUP0090081,Productor,"2021-03-04",0.4,"46",0,18.400000000000002,9,2021,3,4
SUP0100080,Productor,"2021-03-04",0.4,"37",0,14.8,9,2021,3,4
SUP0170068,Productor,"2021-03-04",0.54,"290",0,156.60000000000002,9,2021,3,4
SUP0170068,Productor,"2021-03-04",0.04,"290",0,11.6,9,2021,3,4
SUP0020009,Productor,"2021-03-05",0.44,"120",0,52.8,9,2021,3,5
SUP0070043,Productor,"2021-03-05",0.44,"57",0,25.080000000000002,9,2021,3,5
SUP0080045,Productor,"2021-03-05",0.4,"40",0,16.0,9,2021,3,5
SUP0140044,Productor,"2021-03-05",0.46,"101",0,46.46,9,2021,3,5
SUP0090081,Productor,"2021-03-05",0.4,"46",0,18.400000000000002,9,2021,3,5
SUP0100080,Productor,"2021-03-05",0.4,"38",0,15.200000000000001,9,2021,3,5
SUP0170068,Productor,"2021-03-05",0.54,"304",0,164.16000000000003,9,2021,3,5
SUP0170068,Productor,"2021-03-05",0.04,"304",0,12.16,9,2021,3,5
SUP0020009,Productor,"2021-03-06",0.44,"129",0,56.76,9,2021,3,6
SUP0070043,Productor,"2021-03-06",0.44,"51",0,22.44,9,2021,3,6
SUP0080045,Productor,"2021-03-06",0.4,"40",0,16.0,9,2021,3,6
SUP0140044,Productor,"2021-03-06",0.46,"133",0,61.18,9,2021,3,6
SUP0090081,Productor,"2021-03-06",0.4,"48",0,19.200000000000003,9,2021,3,6
SUP0100080,Productor,"2021-03-06",0.4,"37",0,14.8,9,2021,3,6
SUP0170068,Productor,"2021-03-06",0.54,"301",0,162.54000000000002,9,2021,3,6
SUP0170068,Productor,"2021-03-06",0.04,"301",0,12.040000000000001,9,2021,3,6
SUP0020009,Productor,"2021-03-07",0.44,"123",0,54.12,9,2021,3,7
SUP0070043,Productor,"2021-03-07",0.44,"54",0,23.76,9,2021,3,7
SUP0080045,Productor,"2021-03-07",0.4,"37",0,14.8,9,2021,3,7
SUP0140044,Productor,"2021-03-07",0.46,"126",0,57.96,9,2021,3,7
SUP0090081,Productor,"2021-03-07",0.4,"39",0,15.600000000000001,9,2021,3,7
SUP0100080,Productor,"2021-03-07",0.4,"37",0,14.8,9,2021,3,7
SUP0170068,Productor,"2021-03-07",0.54,"311",0,167.94,9,2021,3,7
SUP0170068,Productor,"2021-03-07",0.04,"311",0,12.44,9,2021,3,7
SUP0020009,Productor,"2021-02-22",0.44,"138",0,60.72,8,2021,2,22
SUP0070043,Productor,"2021-02-22",0.44,"55",0,24.2,8,2021,2,22
SUP0080045,Productor,"2021-02-22",0.4,"46",0,18.400000000000002,8,2021,2,22
SUP0140044,Productor,"2021-02-22",0.42,"141",0,59.22,8,2021,2,22
SUP0090081,Productor,"2021-02-22",0.4,"35",0,14.0,8,2021,2,22
SUP0100080,Productor,"2021-02-22",0.4,"35",0,14.0,8,2021,2,22
SUP0170068,Productor,"2021-02-22",0.52,"240",0,124.80000000000001,8,2021,2,22
SUP0170068,Productor,"2021-02-22",0.04,"240",0,9.6,8,2021,2,22
SUP0020009,Productor,"2021-02-23",0.44,"144",0,63.36,8,2021,2,23
SUP0070043,Productor,"2021-02-23",0.44,"53",0,23.32,8,2021,2,23
SUP0080045,Productor,"2021-02-23",0.4,"40",0,16.0,8,2021,2,23
SUP0140044,Productor,"2021-02-23",0.42,"111",0,46.62,8,2021,2,23
SUP0090081,Productor,"2021-02-23",0.4,"38",0,15.200000000000001,8,2021,2,23
SUP0100080,Productor,"2021-02-23",0.4,"37",0,14.8,8,2021,2,23
SUP0170068,Productor,"2021-02-23",0.52,"242",0,125.84,8,2021,2,23
SUP0170068,Productor,"2021-02-23",0.04,"242",0,9.68,8,2021,2,23
SUP0020009,Productor,"2021-02-24",0.44,"136",0,59.84,8,2021,2,24
SUP0070043,Productor,"2021-02-24",0.44,"60",0,26.4,8,2021,2,24
SUP0080045,Productor,"2021-02-24",0.4,"39",0,15.600000000000001,8,2021,2,24
SUP0140044,Productor,"2021-02-24",0.42,"130",0,54.6,8,2021,2,24
SUP0090081,Productor,"2021-02-24",0.4,"37",0,14.8,8,2021,2,24
SUP0100080,Productor,"2021-02-24",0.4,"35",0,14.0,8,2021,2,24
SUP0170068,Productor,"2021-02-24",0.52,"256",0,133.12,8,2021,2,24
SUP0170068,Productor,"2021-02-24",0.04,"256",0,10.24,8,2021,2,24
SUP0020009,Productor,"2021-02-25",0.44,"130",0,57.2,8,2021,2,25
SUP0070043,Productor,"2021-02-25",0.44,"61",0,26.84,8,2021,2,25
SUP0080045,Productor,"2021-02-25",0.4,"40",0,16.0,8,2021,2,25
SUP0140044,Productor,"2021-02-25",0.42,"129",0,54.18,8,2021,2,25
SUP0090081,Productor,"2021-02-25",0.4,"48",0,19.200000000000003,8,2021,2,25
SUP0100080,Productor,"2021-02-25",0.4,"35",0,14.0,8,2021,2,25
SUP0170068,Productor,"2021-02-25",0.52,"265",0,137.8,8,2021,2,25
SUP0170068,Productor,"2021-02-25",0.04,"265",0,10.6,8,2021,2,25
SUP0020009,Productor,"2021-02-26",0.44,"136",0,59.84,8,2021,2,26
SUP0070043,Productor,"2021-02-26",0.44,"60",0,26.4,8,2021,2,26
SUP0080045,Productor,"2021-02-26",0.4,"38",0,15.200000000000001,8,2021,2,26
SUP0140044,Productor,"2021-02-26",0.42,"135",0,56.699999999999996,8,2021,2,26
SUP0090081,Productor,"2021-02-26",0.4,"48",0,19.200000000000003,8,2021,2,26
SUP0100080,Productor,"2021-02-26",0.4,"34",0,13.600000000000001,8,2021,2,26
SUP0170068,Productor,"2021-02-26",0.52,"286",0,148.72,8,2021,2,26
SUP0170068,Productor,"2021-02-26",0.04,"286",0,11.44,8,2021,2,26
SUP0020009,Productor,"2021-02-27",0.44,"132",0,58.08,8,2021,2,27
SUP0070043,Productor,"2021-02-27",0.44,"57",0,25.080000000000002,8,2021,2,27
SUP0080045,Productor,"2021-02-27",0.4,"40",0,16.0,8,2021,2,27
SUP0140044,Productor,"2021-02-27",0.42,"124",0,52.08,8,2021,2,27
SUP0090081,Productor,"2021-02-27",0.4,"45",0,18.0,8,2021,2,27
SUP0100080,Productor,"2021-02-27",0.4,"35",0,14.0,8,2021,2,27
SUP0170068,Productor,"2021-02-27",0.52,"284",0,147.68,8,2021,2,27
SUP0170068,Productor,"2021-02-27",0.04,"284",0,11.36,8,2021,2,27
SUP0020009,Productor,"2021-02-28",0.44,"133",0,58.52,8,2021,2,28
SUP0070043,Productor,"2021-02-28",0.44,"57",0,25.080000000000002,8,2021,2,28
SUP0080045,Productor,"2021-02-28",0.4,"40",0,16.0,8,2021,2,28
SUP0140044,Productor,"2021-02-28",0.42,"142",0,59.64,8,2021,2,28
SUP0090081,Productor,"2021-02-28",0.4,"48",0,19.200000000000003,8,2021,2,28
SUP0100080,Productor,"2021-02-28",0.4,"35",0,14.0,8,2021,2,28
SUP0170068,Productor,"2021-02-28",0.52,"290",0,150.8,8,2021,2,28
SUP0170068,Productor,"2021-02-28",0.04,"290",0,11.6,8,2021,2,28
SUP0020009,Productor,"2021-02-15",0.44,"138",0,60.72,7,2021,2,15
SUP0070043,Productor,"2021-02-15",0.44,"62",0,27.28,7,2021,2,15
SUP0080045,Productor,"2021-02-15",0.4,"47",0,18.8,7,2021,2,15
SUP0140044,Productor,"2021-02-15",0.42,"106",0,44.519999999999996,7,2021,2,15
SUP0170068,Productor,"2021-02-15",0.52,"176",0,91.52000000000001,7,2021,2,15
SUP0170068,Productor,"2021-02-15",0.04,"176",0,7.04,7,2021,2,15
SUP0020009,Productor,"2021-02-16",0.44,"151",0,66.44,7,2021,2,16
SUP0070043,Productor,"2021-02-16",0.44,"58",0,25.52,7,2021,2,16
SUP0080045,Productor,"2021-02-16",0.4,"46",0,18.400000000000002,7,2021,2,16
SUP0140044,Productor,"2021-02-16",0.42,"100",0,42.0,7,2021,2,16
SUP0170068,Productor,"2021-02-16",0.52,"210",0,109.2,7,2021,2,16
SUP0170068,Productor,"2021-02-16",0.04,"210",0,8.4,7,2021,2,16
SUP0020009,Productor,"2021-02-17",0.44,"145",0,63.8,7,2021,2,17
SUP0070043,Productor,"2021-02-17",0.44,"57",0,25.080000000000002,7,2021,2,17
SUP0080045,Productor,"2021-02-17",0.4,"46",0,18.400000000000002,7,2021,2,17
SUP0140044,Productor,"2021-02-17",0.42,"110",0,46.199999999999996,7,2021,2,17
SUP0170068,Productor,"2021-02-17",0.52,"197",0,102.44,7,2021,2,17
SUP0170068,Productor,"2021-02-17",0.04,"197",0,7.88,7,2021,2,17
SUP0020009,Productor,"2021-02-18",0.44,"149",0,65.56,7,2021,2,18
SUP0070043,Productor,"2021-02-18",0.44,"61",0,26.84,7,2021,2,18
SUP0080045,Productor,"2021-02-18",0.4,"44",0,17.6,7,2021,2,18
SUP0140044,Productor,"2021-02-18",0.42,"109",0,45.78,7,2021,2,18
SUP0170068,Productor,"2021-02-18",0.52,"210",0,109.2,7,2021,2,18
SUP0170068,Productor,"2021-02-18",0.04,"210",0,8.4,7,2021,2,18
SUP0020009,Productor,"2021-02-19",0.44,"160",0,70.4,7,2021,2,19
SUP0070043,Productor,"2021-02-19",0.44,"63",0,27.72,7,2021,2,19
SUP0080045,Productor,"2021-02-19",0.4,"40",0,16.0,7,2021,2,19
SUP0140044,Productor,"2021-02-19",0.42,"109",0,45.78,7,2021,2,19
SUP0170068,Productor,"2021-02-19",0.52,"220",0,114.4,7,2021,2,19
SUP0170068,Productor,"2021-02-19",0.04,"220",0,8.8,7,2021,2,19
SUP0020009,Productor,"2021-02-20",0.44,"160",0,70.4,7,2021,2,20
SUP0070043,Productor,"2021-02-20",0.44,"50",0,22.0,7,2021,2,20
SUP0080045,Productor,"2021-02-20",0.4,"44",0,17.6,7,2021,2,20
SUP0140044,Productor,"2021-02-20",0.42,"104",0,43.68,7,2021,2,20
SUP0170068,Productor,"2021-02-20",0.52,"223",0,115.96000000000001,7,2021,2,20
SUP0170068,Productor,"2021-02-20",0.04,"223",0,8.92,7,2021,2,20
SUP0020009,Productor,"2021-02-21",0.44,"143",0,62.92,7,2021,2,21
SUP0070043,Productor,"2021-02-21",0.44,"61",0,26.84,7,2021,2,21
SUP0080045,Productor,"2021-02-21",0.4,"44",0,17.6,7,2021,2,21
SUP0140044,Productor,"2021-02-21",0.42,"101",0,42.42,7,2021,2,21
SUP0170068,Productor,"2021-02-21",0.52,"224",0,116.48,7,2021,2,21
SUP0170068,Productor,"2021-02-21",0.04,"224",0,8.96,7,2021,2,21
SUP0020009,Productor,"2021-02-08",0.44,"140",0,61.6,6,2021,2,8
SUP0070043,Productor,"2021-02-08",0.44,"50",0,22.0,6,2021,2,8
SUP0080045,Productor,"2021-02-08",0.4,"40",0,16.0,6,2021,2,8
SUP0140044,Productor,"2021-02-08",0.42,"107",0,44.94,6,2021,2,8
SUP0170068,Productor,"2021-02-08",0.52,"192",0,99.84,6,2021,2,8
SUP0170068,Productor,"2021-02-08",0.04,"192",0,7.68,6,2021,2,8
SUP0020009,Productor,"2021-02-09",0.44,"134",0,58.96,6,2021,2,9
SUP0070043,Productor,"2021-02-09",0.44,"51",0,22.44,6,2021,2,9
SUP0080045,Productor,"2021-02-09",0.4,"47",0,18.8,6,2021,2,9
SUP0140044,Productor,"2021-02-09",0.42,"103",0,43.26,6,2021,2,9
SUP0170068,Productor,"2021-02-09",0.52,"190",0,98.8,6,2021,2,9
SUP0170068,Productor,"2021-02-09",0.04,"190",0,7.6000000000000005,6,2021,2,9
SUP0020009,Productor,"2021-02-10",0.44,"146",0,64.24,6,2021,2,10
SUP0070043,Productor,"2021-02-10",0.44,"56",0,24.64,6,2021,2,10
SUP0080045,Productor,"2021-02-10",0.4,"51",0,20.400000000000002,6,2021,2,10
SUP0140044,Productor,"2021-02-10",0.42,"101",0,42.42,6,2021,2,10
SUP0170068,Productor,"2021-02-10",0.52,"185",0,96.2,6,2021,2,10
SUP0170068,Productor,"2021-02-10",0.04,"185",0,7.4,6,2021,2,10
SUP0020009,Productor,"2021-02-11",0.44,"150",0,66.0,6,2021,2,11
SUP0070043,Productor,"2021-02-11",0.44,"50",0,22.0,6,2021,2,11
SUP0080045,Productor,"2021-02-11",0.4,"46",0,18.400000000000002,6,2021,2,11
SUP0140044,Productor,"2021-02-11",0.42,"106",0,44.519999999999996,6,2021,2,11
SUP0170068,Productor,"2021-02-11",0.52,"195",0,101.4,6,2021,2,11
SUP0170068,Productor,"2021-02-11",0.04,"195",0,7.8,6,2021,2,11
SUP0020009,Productor,"2021-02-12",0.44,"139",0,61.160000000000004,6,2021,2,12
SUP0070043,Productor,"2021-02-12",0.44,"52",0,22.88,6,2021,2,12
SUP0080045,Productor,"2021-02-12",0.4,"46",0,18.400000000000002,6,2021,2,12
SUP0140044,Productor,"2021-02-12",0.42,"105",0,44.1,6,2021,2,12
SUP0170068,Productor,"2021-02-12",0.52,"192",0,99.84,6,2021,2,12
SUP0170068,Productor,"2021-02-12",0.04,"192",0,7.68,6,2021,2,12
SUP0020009,Productor,"2021-02-13",0.44,"142",0,62.48,6,2021,2,13
SUP0070043,Productor,"2021-02-13",0.44,"56",0,24.64,6,2021,2,13
SUP0080045,Productor,"2021-02-13",0.4,"45",0,18.0,6,2021,2,13
SUP0140044,Productor,"2021-02-13",0.42,"105",0,44.1,6,2021,2,13
SUP0170068,Productor,"2021-02-13",0.52,"190",0,98.8,6,2021,2,13
SUP0170068,Productor,"2021-02-13",0.04,"190",0,7.6000000000000005,6,2021,2,13
SUP0020009,Productor,"2021-02-14",0.44,"120",0,52.8,6,2021,2,14
SUP0070043,Productor,"2021-02-14",0.44,"53",0,23.32,6,2021,2,14
SUP0080045,Productor,"2021-02-14",0.4,"44",0,17.6,6,2021,2,14
SUP0140044,Productor,"2021-02-14",0.42,"106",0,44.519999999999996,6,2021,2,14
SUP0170068,Productor,"2021-02-14",0.52,"200",0,104.0,6,2021,2,14
SUP0170068,Productor,"2021-02-14",0.04,"200",0,8.0,6,2021,2,14
SUP0020009,Productor,"2021-02-01",0.44,"146",0,64.24,5,2021,2,1
SUP0070043,Productor,"2021-02-01",0.44,"64",0,28.16,5,2021,2,1
SUP0080045,Productor,"2021-02-01",0.4,"49",0,19.6,5,2021,2,1
SUP0140044,Productor,"2021-02-01",0.42,"104",0,43.68,5,2021,2,1
SUP0170068,Productor,"2021-02-01",0.52,"196",0,101.92,5,2021,2,1
SUP0170068,Productor,"2021-02-01",0.04,"196",0,7.84,5,2021,2,1
SUP0020009,Productor,"2021-02-02",0.44,"155",0,68.2,5,2021,2,2
SUP0070043,Productor,"2021-02-02",0.44,"54",0,23.76,5,2021,2,2
SUP0080045,Productor,"2021-02-02",0.4,"48",0,19.200000000000003,5,2021,2,2
SUP0140044,Productor,"2021-02-02",0.42,"93",0,39.059999999999995,5,2021,2,2
SUP0170068,Productor,"2021-02-02",0.52,"191",0,99.32000000000001,5,2021,2,2
SUP0170068,Productor,"2021-02-02",0.04,"191",0,7.640000000000001,5,2021,2,2
SUP0020009,Productor,"2021-02-03",0.44,"160",0,70.4,5,2021,2,3
SUP0070043,Productor,"2021-02-03",0.44,"56",0,24.64,5,2021,2,3
SUP0080045,Productor,"2021-02-03",0.4,"48",0,19.200000000000003,5,2021,2,3
SUP0140044,Productor,"2021-02-03",0.42,"102",0,42.839999999999996,5,2021,2,3
SUP0170068,Productor,"2021-02-03",0.52,"191",0,99.32000000000001,5,2021,2,3
SUP0170068,Productor,"2021-02-03",0.04,"191",0,7.640000000000001,5,2021,2,3
SUP0020009,Productor,"2021-02-04",0.44,"149",0,65.56,5,2021,2,4
SUP0070043,Productor,"2021-02-04",0.44,"27",0,11.88,5,2021,2,4
SUP0080045,Productor,"2021-02-04",0.4,"47",0,18.8,5,2021,2,4
SUP0140044,Productor,"2021-02-04",0.42,"110",0,46.199999999999996,5,2021,2,4
SUP0170068,Productor,"2021-02-04",0.52,"191",0,99.32000000000001,5,2021,2,4
SUP0170068,Productor,"2021-02-04",0.04,"191",0,7.640000000000001,5,2021,2,4
SUP0020009,Productor,"2021-02-05",0.44,"135",0,59.4,5,2021,2,5
SUP0070043,Productor,"2021-02-05",0.44,"58",0,25.52,5,2021,2,5
SUP0080045,Productor,"2021-02-05",0.4,"41",0,16.400000000000002,5,2021,2,5
SUP0140044,Productor,"2021-02-05",0.42,"110",0,46.199999999999996,5,2021,2,5
SUP0170068,Productor,"2021-02-05",0.52,"183",0,95.16,5,2021,2,5
SUP0170068,Productor,"2021-02-05",0.04,"183",0,7.32,5,2021,2,5
SUP0020009,Productor,"2021-02-06",0.44,"147",0,64.68,5,2021,2,6
SUP0070043,Productor,"2021-02-06",0.44,"40",0,17.6,5,2021,2,6
SUP0080045,Productor,"2021-02-06",0.4,"46",0,18.400000000000002,5,2021,2,6
